"";"SA2_NAME16";"SA3_CODE16";"x"
"565";"Culburra Beach";"11401";53,9884112617473
"566";"Cunderdin";"50902";55,9805198359766
"567";"Currambine - Kinross";"50501";53,2632379408144
"568";"Currumbin - Tugun";"30902";52,2623648475632
"569";"Currumbin Valley - Tallebudgera";"30905";32,9454255152915
"570";"Currumbin Waters";"30902";54,9943246639383
"571";"Curtin";"80109";41,7882906279447
"572";"Cygnet";"60302";29,0100949782599
"573";"Daintree";"30604";31,0887660991095
"574";"Daisy Hill";"31106";53,7484910729229
"575";"Dakabin - Kallangur";"31402";31,7868935135043
"576";"Dalrymple";"31801";36,6718294392306
"577";"Daly";"70203";35,0782137813566
"578";"Dalyellup";"50102";47,1195583552796
"579";"Dandenong";"21204";33,4166960806184
"580";"Dandenong North";"21204";29,3499152846398
"581";"Dapto - Avondale";"10701";45,764434377017
"582";"Dardanup";"50102";30,6139685448354
"583";"Darling Heights";"31701";49,8069444010523
"584";"Darlinghurst";"11703";57,0582161181197
"585";"Darra - Sumner";"31001";54,6058947312221
"586";"Darwin Airport";"70101";30,4778814562066
"587";"Darwin City";"70101";51,83
"588";"Davenport";"50102";46,3027601105804
"589";"Davoren Park";"40202";38,3648292248973
"590";"Dawesville - Bouvard";"50201";39,5622693995264
"591";"Dayboro";"31401";31,4352219902366
"592";"Daylesford";"20102";44,5545748238053
"593";"Deagon";"30204";38,1623622879935
"594";"Deakin";"80106";43,7949210834079
"595";"Deception Bay";"31304";41,2057383464561
"596";"Dee Why - North Curl Curl";"12203";52,542535057983
"597";"Deer Park - Derrimut";"21301";55,8315350018432
"598";"Deeragun";"31802";34,6320377793065
"599";"Delacombe";"20101";40,5917458380392
"600";"Delahey";"21301";27,0928556962274
"601";"Deloraine";"60202";33,5542093337934
"602";"Deniliquin";"10903";53,1638521832586
"603";"Deniliquin Region";"10903";48,0100401272684
"604";"Denman Prospect";"80110";35,1765516176784
"605";"Denmark";"50901";66,32
"606";"Derby - West Kimberley";"51001";56,2659351731656
"607";"Derwent Park - Lutana";"60103";46,9032873868012
"608";"Derwent Valley";"60301";43,4650610176735
"609";"Deua - Wadbilliga";"10104";35,437634359322
"610";"Devonport";"60402";41,9599589135023
"611";"Dianella";"50502";32,949937433396
"612";"Dickson";"80105";54,5611177788144
"613";"Diddillibah - Rosemount";"31607";29,0679281574252
"614";"Dilston - Lilydale";"60203";59,213313015358
"615";"Dingley Village";"21204";27,2450636282617
"616";"Docklands";"20604";39,7528639401913
"617";"Dodges Ferry - Lewisham";"60106";27,7036765650832
"618";"Doncaster";"20702";33,2130889239866
"619";"Doncaster East (North)";"20702";52,8277286748372
"620";"Doncaster East (South)";"20702";53,5646849215908
"621";"Donnybrook - Balingup";"50103";32,4532144451046
"622";"Donvale - Park Orchards";"21102";57,9710909272294
"623";"Doonside - Woodcroft";"11601";41,8392236237155
"624";"Doreen";"20904";46,6610870132901
"625";"Dorrigo";"10402";33,5416699092943
"626";"Double Bay - Bellevue Hill";"11801";50,8058243020214
"627";"Douglas";"31802";37,6351299388563
"628";"Douglas Park - Appin";"12303";36,3210768819731
"629";"Dover Heights";"11801";50,0286552252933
"630";"Doveton";"21202";31,2777135257053
"631";"Dowerin";"50902";50,9347916137947
"632";"Downer";"80105";52,8886503146716
"633";"Drayton - Harristown";"31701";40,5647725552381
"634";"Driver";"70104";29,1139857458097
"635";"Dromana";"21402";43,4680686835987
"636";"Drouin";"20501";38,4775275460999
"637";"Drummoyne - Rodd Point";"12001";50,1338150940391
"638";"Dry Creek - North";"40204";41,1212570506544
"639";"Dry Creek - South";"40402";58,3552764148487
"640";"Dubbo - East";"10503";54,437678414835
"641";"Dubbo - South";"10503";32,5906960502092
"642";"Dubbo - West";"10503";43,8987345816119
"643";"Dubbo Region";"10503";37,4214769462451
"644";"Duffy";"80108";48,2505534761973
"645";"Dulwich Hill - Lewisham";"12003";54,8251635394662
"646";"Duncraig";"50501";45,59061800915
"647";"Dungog";"10601";45,4340751112712
"648";"Dunlop";"80101";32,9006317224786
"649";"Duntroon";"80105";55,1766368039151
"650";"Durack";"31001";29,5220732121953
"651";"Durack - Marlow Lagoon";"70104";50,5495768987335
"652";"Dural - Kenthurst - Wisemans Ferry";"11502";53,1439181278329
"653";"Eagle Farm - Pinkenba";"30203";56,6825450698502
"654";"Eagleby";"31102";47,3145843108348
"655";"Earlville - Bayview Heights";"30602";37,3739925109647
"656";"East Arm";"70102";43,7460607598912
"657";"East Arnhem";"70204";29,3328320937149
"658";"East Bendigo - Kennington";"20201";38,233765530205
"659";"East Brisbane";"30502";50,847481766011
"660";"East Bunbury - Glen Iris";"50102";33,0285007064663
"661";"East Devonport";"60402";44,7833060130213
"662";"East Fremantle";"50702";53,956571509425
"663";"East Mackay";"31202";31,7295156268087
"664";"East Melbourne";"20604";27,1439322810732
"665";"East Pilbara";"51002";32,040389057886
"666";"East Point";"70101";56,4260302889503
"667";"East Side";"70201";49,6101887749305
"668";"East Victoria Park - Carlisle";"50602";33,6622341187682
"669";"Eastwood - Denistone";"12602";50,0432325123815
"670";"Eaton - Pelican Point";"50102";54,4168586327736
"671";"Eatons Hill";"31401";54,6101707583149
"672";"Echuca";"21601";55,7872784896825
"673";"Eden";"10104";56,132552508608
"674";"Edens Landing - Holmview";"31102";53,5484232098396
"675";"Edensor Park";"12702";35,9827060687267
"676";"Edgeworth - Cameron Park";"11102";36,4709734797478
"677";"Edithvale - Aspendale";"20803";50,5776887689601
"678";"Edmonton";"30602";28,0104073375234
"679";"Edwardstown";"40302";31,1397348847107
"680";"Eight Mile Plains";"30303";34,1572380268842
"681";"Eimeo - Rural View";"31202";52,2293450308636
"682";"Elanora";"30902";33,7754574704316
"683";"Elderslie - Harrington Park";"12301";49,6629589520266
"684";"Elimbah";"31302";38,1832481385546
"685";"Elizabeth";"40202";28,5263559561358
"686";"Elizabeth East";"40202";43,8925281433698
"687";"Ellenbrook";"50403";28,9175290825044
"688";"Elsey";"70205";38,1310199211787
"689";"Elsternwick";"20802";38,2485870874593
"690";"Eltham";"20903";28,4949174317377
"691";"Elwood";"20605";50,3561622948367
"692";"Emerald";"30801";57,2623402714545
"693";"Emerald - Cockatoo";"21201";37,856866665117
"694";"Emu Park";"30803";27,1805870087222
"695";"Emu Plains - Leonay";"12403";49,7961432048535
"696";"Endeavour Hills - North";"21202";40,1925382776856
"697";"Endeavour Hills - South";"21202";30,1219055395112
"698";"Enfield - Blair Athol";"40203";32,9599155574043
"699";"Engadine";"12802";28,49470648171
"700";"Enoggera";"30404";33,793069781456
"701";"Enoggera Reservoir";"30404";27,6236704065819
"702";"Epping - East";"20904";32,6270362954048
"703";"Epping - North Epping";"12601";43,5543645098368
"704";"Epping - South";"20904";39,9014865648624
"705";"Epping - West";"20904";38,6909097355625
"706";"Erina - Green Point";"10201";37,6523642678966
"707";"Ermington - Rydalmere";"12502";43,0282927170553
"708";"Erskine Park";"12405";27,5461245808203
"709";"Erskineville - Alexandria";"11703";54,2664804334896
"710";"Esk";"31002";35,8532474065095
"711";"Esperance";"51101";43,082822481487
"712";"Esperance Region";"51101";49,9607218692765
"713";"Essendon - Aberfeldie";"20603";53,5174024724965
"714";"Essendon Airport";"21001";27,0845074126717
"715";"Ettrema - Sassafras - Budawang";"11401";35,1989582656429
"716";"Eumundi - Yandina";"31607";57,9005491744893
"717";"Eungella Hinterland";"31202";33,8142999924928
"718";"Euroa";"20401";45,242348793468
"719";"Eurobodalla Hinterland";"10104";45,2459824478699
"720";"Evans Head";"11201";44,5237174602151
"721";"Evatt";"80101";43,620644209466
"722";"Everton Park";"30201";27,6243843218426
"723";"Exmouth";"51102";56,2538595138968
"724";"Eyre Peninsula";"40601";34,563282163164
"725";"Fadden";"80107";43,3038876344734
"726";"Fairfield";"12702";41,0411657136166
"727";"Fairfield - Dutton Park";"30302";50,6912441994536
"728";"Fairfield - East";"12503";39,8095689581879
"729";"Fairfield - West";"12702";32,3805794180231
"730";"Falcon - Wannanup";"50201";37,1357640972069
"731";"Fannie Bay - The Gardens";"70101";52,1656920191215
"732";"Far Central West";"31503";38,413966415913
"733";"Far South West";"31503";41,1788795874892
"734";"Far West";"10502";40,1571974962744
"735";"Farrer";"80109";44,7090399878694
"736";"Fawkner";"21003";34,349266290547
"737";"Ferntree Gully (North)";"21101";45,1555024297316
"738";"Ferntree Gully (South) - Upper Ferntree Gully";"21101";38,7839960786135
"739";"Fig Tree Pocket";"30402";37,2275902253991
"740";"Figtree - Keiraville";"10704";50,9515362135069
"741";"Fisher";"80108";45,9278201253257
"742";"Fitzroy";"20607";47,0715471529328
"743";"Fitzroy North";"20607";32,5516103841436
"744";"Five Dock - Abbotsford";"12001";33,8420763367534
"745";"Flagstaff Hill";"40304";30,8101985427355
"746";"Flemington";"20603";51,069160918826
"747";"Flemington Racecourse";"20604";55,9693845620744
"748";"Flinders";"21402";35,2234638790008
"749";"Flinders and Cape Barren Islands";"60203";51,7321272083985
"750";"Flinders Park";"40401";55,0959186882906
"751";"Flora Hill - Spring Gully";"20201";56,0410699111681
"752";"Floreat";"50301";52,4353783820096
"753";"Florey";"80101";31,5578392786776
"754";"Flynn (ACT)";"80101";42,5439896434557
"755";"Flynn (NT)";"70201";35,9514644543227
"756";"Footscray";"21303";47,0526635891797
"757";"Forbes";"10302";55,1368550550712
"758";"Forde";"80104";51,5298530224561
"759";"Forest Hill";"21104";54,297917452813
"760";"Forest Lake - Doolandella";"31001";54,7382341750003
"761";"Forestier - Tasman";"60303";53,3452207219578
"762";"Forestville - Killarney Heights";"12203";27,4304651201179
"763";"Forrest";"80106";37,1238237995905
"764";"Forrestdale - Harrisdale - Piara Waters";"50601";42,2944975519262
"765";"Forrestfield - Wattle Grove";"50605";50,4799978822008
"766";"Forster";"10801";46,2174441160472
"767";"Forster-Tuncurry Region";"10801";46,4268549956156
"768";"Fortitude Valley";"30501";47,8727223128863
"769";"Foster";"20503";39,8168699969762
"770";"Franklin";"80104";36,1688241725051
"771";"Frankston";"21401";43,8993191070572
"772";"Frankston North";"21401";52,1962607743833
"773";"Frankston South";"21401";30,5782476063178
"774";"Fraser";"80101";44,2767809451095
"775";"Fremantle";"50702";31,8591405174384
"776";"Fremantle - South";"50702";35,8178503758758
"777";"French Island";"20503";42,4791491135015
"778";"Frenchs Forest - Belrose";"12203";50,6143702542162
"779";"Frenchville - Mount Archer";"30803";49,7161881608877
"780";"Freshwater - Brookvale";"12203";51,53632382519
"781";"Freshwater - Stratford";"30601";32,5975493685666
"782";"Fulham";"40403";58,059246223255
"783";"Fyshwick";"80106";45,1690417909788
"784";"Galston - Laughtondale";"11502";35,569378787908
"785";"Gannawarra";"21503";52,847516056675
"786";"Garbutt - West End";"31802";27,6117834433367
"787";"Garran";"80109";41,7171468736117
"788";"Gatton";"31701";27,6721847474359
"789";"Gawler - North";"40201";48,0608202731765
"790";"Gawler - South";"40201";46,9025232331266
"791";"Gayndah - Mundubbera";"31902";44,1908243645777
"792";"Geebung";"30202";55,1199603066847
"793";"Geelong";"20302";47,6198826866007
"794";"Geelong West - Hamlyn Heights";"20302";55,2149203655324
"795";"Geeveston - Dover";"60302";31,6541743658585
"796";"Geilston Bay - Risdon";"60102";28,917368472413
"797";"Gelorup - Stratham";"50102";51,283801904279
"798";"George Town";"60203";41,9824954019091
"799";"Geraldton";"51104";39,722826528763
"800";"Geraldton - East";"51104";44,2008226384223
"801";"Geraldton - North";"51104";43,5574694064563
"802";"Geraldton - South";"51104";35,4928062543892
"803";"Gidgegannup";"50403";29,1927008566386
"804";"Gilbert Valley";"40502";47,4038998944405
"805";"Gilgandra";"10503";38,7474221745578
"806";"Gilmore";"80107";46,4075613907547
"807";"Gin Gin";"31902";47,745002210617
"808";"Gingin - Dandaragan";"50902";35,9231703862816
"809";"Giralang";"80101";35,949783348306
"810";"Girrawheen";"50503";54,4480217443095
"811";"Gisborne";"21002";57,5093024332556
"812";"Gladesville - Huntleys Point";"12602";47,8052588167312
"813";"Gladstone";"30805";50,7062687666122
"814";"Gladstone Hinterland";"30805";34,6992213560978
"815";"Gladstone Park - Westmeadows";"21005";27,8423661470219
"816";"Glass House Mountains";"31606";38,8548352130991
"817";"Glebe - Forest Lodge";"11703";31,9331828525856
"818";"Glen Forrest - Darlington";"50402";43,0612888885571
"819";"Glen Innes";"11002";48,1243270726728
"820";"Glen Iris - East";"20701";41,0371816600308
"821";"Glen Waverley - East";"21205";30,6517711010049
"822";"Glen Waverley - West";"21205";44,4402355971773
"823";"Glendale - Cardiff - Hillsborough";"11101";56,6319551923177
"824";"Glendenning - Dean Park";"11603";53,1257661456622
"825";"Glenelg (SA)";"40301";54,6923238216534
"826";"Glenelg (Vic.)";"21701";44,9917997278341
"827";"Glenhaven";"11501";56,1747587029923
"828";"Glenlee - Rockyview";"30803";36,9496127492087
"829";"Glenmore Park - Regentville";"12403";45,8255556653542
"830";"Glenorchy";"60103";30,453888847586
"831";"Glenroy";"21003";31,2918112706911
"832";"Glenside - Beaumont";"40103";42,8877783515427
"833";"Glenwood";"11602";49,665545481873
"834";"Gloucester";"10805";34,6222904911241
"835";"Gnowangerup";"50901";39,767979817242
"836";"Golden Beach - Pelican Waters";"31602";35,9199070337197
"837";"Golden Grove";"40205";29,8921589329093
"838";"Golden Plains - North";"20103";41,3188509966688
"839";"Golden Plains - South";"20301";57,3440625686415
"840";"Goodna";"31004";27,1255520265639
"841";"Goodwood - Millswood";"40107";48,4596521456935
"842";"Goolwa - Port Elliot";"40701";29,3293806113562
"843";"Goondiwindi";"30701";36,1115132383286
"844";"Goonellabah";"11202";52,3474460096881
"845";"Gooromon";"80101";49,0627903730857
"846";"Gordon - Killara";"12103";37,8756643845084
"847";"Gordon (ACT)";"80107";32,0747394055372
"848";"Gordon (Vic.)";"20102";44,1194438088156
"849";"Gordonvale - Trinity";"30602";51,2020683637567
"850";"Gorokan - Kanwal - Charmhaven";"10202";55,5676612596884
"851";"Gosford - Springfield";"10201";41,7796431355039
"852";"Gosnells";"50604";53,6232373645906
"853";"Goulburn";"10105";51,9818281260157
"854";"Goulburn Region";"10105";31,6585808196356
"855";"Gowanbrae";"21003";32,1160978803557
"856";"Gowrie (ACT)";"80107";34,6124728670239
"857";"Gowrie (Qld)";"31701";40,3961291545055
"858";"Goyder";"40502";52,8011788704067
"859";"Gracemere";"30803";50,6186670344526
"860";"Grafton";"10401";32,8855412149768
"861";"Grafton Region";"10401";41,9050197584701
"862";"Grange";"30503";49,6195014864769
"863";"Grant";"40702";51,9239713866995
"864";"Granville";"31905";37,6578930254653
"865";"Granville - Clyde";"12503";38,6886430911833
"866";"Gray";"70104";39,6707434488104
"867";"Green Valley";"12701";52,8233745651801
"868";"Greenacre - Mount Lewis";"11901";31,8582739675673
"869";"Greenbank";"31104";30,1737201513582
"870";"Greenbank Military Camp";"31103";36,7720552476723
"871";"Greenfield Park - Prairiewood";"12702";49,8212263064185
"872";"Greenfields";"50201";38,8874643508196
"873";"Greensborough";"20901";33,3927563096487
"874";"Greenslopes";"30302";38,4696631387168
"875";"Greenvale - Bulla";"21005";56,5556279249285
"876";"Greenway";"80107";42,3752035358826
"877";"Greenwith";"40205";31,9760978568567
"878";"Greenwood - Warwick";"50501";37,4720773318152
"879";"Grenfell";"10302";46,6555562170572
"880";"Greystanes - Pemulwuy";"12503";51,5129729423571
"881";"Griffith (ACT)";"80106";47,1068578664671
"882";"Griffith (NSW)";"11301";41,9242963279973
"883";"Griffith Region";"11301";49,0057328441004
"884";"Grindelwald - Lanena";"60202";33,7252453196295
"885";"Grovedale";"20302";35,1051199270508
"886";"Guanaba - Springbrook";"30904";34,4396363710947
"887";"Guildford - South Granville";"12503";35,2585949984957
"888";"Guildford West - Merrylands West";"12503";41,1549204434298
"889";"Gulf";"70205";35,4998521940988
"890";"Gulliver - Currajong - Vincent";"31802";51,5348988518939
"891";"Gundagai";"11303";42,2954305924964
"892";"Gungahlin";"80104";36,9405362112945
"893";"Gungahlin - East";"80104";34,9925478936766
"894";"Gungahlin - West";"80104";49,8097622041069
"895";"Gunnedah";"11004";35,1468223219089
"896";"Gunnedah Region";"11004";56,8125841274772
"897";"Gymea - Grays Point";"12801";32,1897073451872
"898";"Gympie - North";"31903";57,4336783416494
"899";"Gympie - South";"31903";36,1369671086562
"900";"Gympie Region";"31903";29,5454926239867
"901";"Haberfield - Summer Hill";"12003";42,2499611524657
"902";"Hackett";"80105";37,4180164528385
"903";"Hackham - Onkaparinga Hills";"40304";53,4067577005902
"904";"Hackham West - Huntfield Heights";"40304";27,5395348160028
"905";"Hadfield";"21003";55,1205217345959
"906";"Hadspen - Carrick";"60202";51,1918779863913
"907";"Hahndorf - Echunga";"40102";37,2504491399964
"908";"Hall";"80104";52,7810099464605
"909";"Hallam";"21202";30,4982354951184
"910";"Hallett Cove";"40302";44,9490349020281
"911";"Halls Creek";"51001";48,476264054139
"912";"Halls Head - Erskine";"50201";31,7306155142136
"913";"Hamilton - Broadmeadow";"11103";42,7099569944868
"914";"Hamilton (Qld)";"30503";53,644626777984
"915";"Hamilton (Vic.)";"21701";54,7124796050257
"916";"Hamilton Hill";"50701";28,4716351395586
"917";"Hampton";"20801";52,6468066352664
"918";"Hampton Park - Lynbrook";"21203";51,2479455829583
"919";"Happy Valley";"40304";54,201168944219
"920";"Happy Valley Reservoir";"40304";41,2967139821664
"921";"Harrison";"80104";44,5065461680173
"922";"Harvey";"50102";28,6675734713472
"923";"Hassall Grove - Plumpton";"11603";28,2716379476247
"924";"Hastings - Somers";"21402";39,7180086567532
"925";"Hawker";"80101";29,9527716614127
"926";"Hawthorn";"20701";46,6757446176629
"927";"Hawthorn East";"20701";30,6963074601248
"928";"Hawthorne";"30502";27,1017911395155
"929";"Hay";"10902";41,1165335090186
"930";"Hazelmere - Guildford";"50403";46,1829811049563
"931";"Healesville - Yarra Glen";"21105";42,3124094186737
"932";"Heathcote";"20202";37,7510391372507
"933";"Heathcote - Waterfall";"12802";41,3577074687521
"934";"Heathridge - Connolly";"50501";45,3835880270557
"935";"Heatley";"31802";51,3845587294999
"936";"Heidelberg - Rosanna";"20901";32,0808037855238
"937";"Heidelberg West";"20901";44,4439991761641
"938";"Helena Valley - Koongamia";"50402";50,5420552194565
"939";"Helensburgh";"10704";53,9113546926746
"940";"Helensvale";"30907";28,3190940059066
"941";"Henderson";"50701";49,0362779367408
"942";"Hendra";"30503";28,5492450803037
"943";"Henley Beach";"40401";42,5874856679223
"944";"Herberton";"30605";53,5196401666775
"945";"Herdsman";"50502";41,4104591804794
"946";"Hermit Park - Rosslea";"31802";52,817346744975
"947";"Higgins";"80101";28,6103007752961
"948";"High Wycombe";"50605";28,0545471876221
"949";"Highbury - Dernancourt";"40205";54,4344829643131
"950";"Highfields";"31701";36,8733474102212
"951";"Highgate Hill";"30501";47,6260217577455
"952";"Highland Park";"30906";33,9924181891687
"953";"Highton";"20302";49,0344453567949
"954";"Hill Top - Colo Vale";"11402";34,0801057181475
"955";"Hillarys";"50501";53,0598097519959
"956";"Hillcrest";"31103";27,256820093919
"957";"Hillside";"21304";45,9186299519433
"958";"Hinchinbrook";"12701";27,0808708681126
"959";"Hindmarsh - Brompton";"40401";38,174081357395
"960";"Hobart";"60105";56,8564658854004
"961";"Holder";"80108";28,4966549098403
"962";"Holland Park";"30302";35,8230304015982
"963";"Holland Park West";"30302";44,2814018154723
"964";"Holsworthy - Wattle Grove";"12703";48,6188838562971
"965";"Holsworthy Military Area";"12302";55,0038185109664
"966";"Holt";"80101";44,4970723091449
"967";"Homebush";"12003";49,0909184293147
"968";"Homebush Bay - Silverwater";"12501";50,9760181108311
"969";"Hope Island";"30907";51,2821340768938
"970";"Hope Valley - Modbury";"40205";32,1547647089847
"971";"Hope Valley - Postans";"50703";38,5315338894256
"972";"Hoppers Crossing - North";"21305";34,5688340617469
"973";"Hoppers Crossing - South";"21305";48,6468393842552
"974";"Hornsby - East";"12102";43,5946125207696
"975";"Hornsby - West";"12102";46,8358381747416
"976";"Horsham";"21501";53,1976520764977
"977";"Horsham Region";"21501";40,978397136529
"978";"Horsley - Kembla Grange";"10701";55,1856946151461
"979";"Horsley Park - Kemps Creek";"12702";33,8440308854343
"980";"Howard Springs";"70103";37,2715613855233
"981";"Howrah - Tranmere";"60102";55,4070638800431
"982";"Hoxton Park - Carnes Hill - Horningsea Park";"12701";36,4893201985178
"983";"Hughes";"80109";34,9998513181416
"984";"Hughesdale";"20802";28,0745818937689
"985";"Hume";"80103";55,1388708024548
"986";"Humpty Doo";"70103";56,6565005020778
"987";"Hunters Hill - Woolwich";"12602";40,3524390346312
"988";"Huntingdale - Southern River";"50604";54,1064990497073
"989";"Huonville - Franklin";"60302";47,8081251625566
"990";"Hurstbridge";"20903";52,8449886541699
"991";"Hurstville";"11903";49,3901278428721
"992";"Huskisson - Vincentia";"11401";36,7516440647759
"993";"Hyde Park - Pimlico";"31802";41,9168349057772
"994";"Illawarra Catchment Reserve";"10702";53,9147041679795
"995";"Illawong - Alfords Point";"12802";42,0884384846598
"996";"Iluka - Burns Beach";"50501";45,7613750919562
"997";"Inala - Richlands";"31001";27,9896239332425
"998";"Indooroopilly";"30403";47,5520833437051
"999";"Ingham";"31801";32,5144659039857
"1000";"Ingham Region";"31801";37,8480848332644
"1001";"Ingle Farm";"40204";56,4617698346496
"1002";"Ingleburn - Denham Court";"12302";33,377691813272
"1003";"Inglewood - Waggamba";"30701";35,3559495024528
"1004";"Innaloo - Doubleview";"50502";52,999777273773
"1005";"Innisfail";"30603";45,6964758733367
"1006";"Inverell";"11002";36,7879414455404
"1007";"Inverell Region - East";"11002";47,6194191650534
"1008";"Inverell Region - West";"11002";38,3056620128766
"1009";"Invermay";"60201";54,3917031032594
"1010";"Ipswich - Central";"31003";37,6058410083693
"1011";"Ipswich - East";"31003";28,3897074581653
"1012";"Ipswich - North";"31003";31,2374150069581
"1013";"Irwin";"51104";30,67469652928
"1014";"Irymple";"21502";36,6985998358421
"1015";"Isaacs";"80109";54,8409241116489
"1016";"Isabella Plains";"80107";33,7450016261473
"1017";"Ivanhoe";"20901";50,5771106256337
"1018";"Ivanhoe East - Eaglemont";"20901";38,8416958268583
"1019";"Jacka";"80104";38,8885784565629
"1020";"Jacobs Well - Alberton";"30907";51,4734837442419
"1021";"Jamestown";"40503";46,3611433053467
"1022";"Jamisontown - South Penrith";"12403";28,5815767602834
"1023";"Jandakot";"50701";30,7037528939922
"1024";"Jervis Bay";"90103";31,7722111937504
"1025";"Jilliby - Yarramalong";"10202";48,2838382810764
"1026";"Jimboomba";"31104";42,3940411050187
"1027";"Jindabyne - Berridale";"10103";33,4252613901482
"1028";"Jindalee - Mount Ommaney";"30401";32,9631860928625
"1029";"Jingili";"70102";39,4154978409191
"1030";"Johnstone";"30603";45,0043687487854
"1031";"Jondaryan";"30702";48,884507510074
"1032";"Joondalup - Edgewater";"50501";49,7557312951788
"1033";"Junee";"11303";35,689335491796
"1034";"Kadina";"40504";42,6405049451849
"1035";"Kalamunda - Maida Vale - Gooseberry Hill";"50605";37,1759552676245
"1036";"Kaleen";"80101";40,5878101880025
"1037";"Kalgoorlie";"51103";29,8516742332345
"1038";"Kalgoorlie - North";"51103";50,1001672285188
"1039";"Kalgoorlie Airport";"51103";53,0775393420733
"1040";"Kambah";"80107";36,9631721145835
"1041";"Kambalda - Coolgardie - Norseman";"51103";40,75
"1042";"Kangaroo Flat - Golden Square";"20201";27,695424323183
"1043";"Kangaroo Island";"40701";46,3322871799457
"1044";"Kangaroo Point";"30501";41,6131246997995
"1045";"Kanimbla - Mooroobool";"30602";40,8115495965546
"1046";"Karabar";"10102";30,1813837307122
"1047";"Karalee - Barellan Point";"31003";27,5008742209661
"1048";"Karama";"70102";49,9234631600991
"1049";"Karana Downs";"31003";34,5487681707029
"1050";"Kariong";"10201";56,2629608687865
"1051";"Karoonda - Lameroo";"40703";37,7877655693911
"1052";"Karratha";"51003";47,5251629550999
"1053";"Karrinyup - Gwelup - Carine";"50502";50,3980714738615
"1054";"Katanning";"50901";55,4728056746275
"1055";"Katherine";"70205";42,76
"1056";"Katoomba - Leura";"12401";41,2369778865166
"1057";"Kedron - Gordon Park";"30202";47,6528927847891
"1058";"Keilor";"21001";46,7049611262561
"1059";"Keilor Downs";"21301";39,2511417596899
"1060";"Keilor East";"21001";47,3680482272182
"1061";"Kellyville";"11501";35,9308534900414
"1062";"Kelmscott";"50601";47,5698756935492
"1063";"Kelso";"31802";47,4483986986494
"1064";"Kelvin Grove - Herston";"30503";50,6595258378059
"1065";"Kempsey";"10802";38,740623070738
"1066";"Kempsey Region";"10802";36,34848927562
"1067";"Kenmore";"30402";28,3651954396748
"1068";"Kenny";"80104";56,2078104516143
"1069";"Kensington (NSW)";"11802";51,5666619372549
"1070";"Kensington (Vic.)";"20604";48,7658305068904
"1071";"Keperra";"30404";53,9374324502079
"1072";"Kerang";"21503";55,7791456943534
"1073";"Kew";"20701";48,3176691300479
"1074";"Kew East";"20701";33,8226904872404
"1075";"Kewdale Commercial";"50602";56,1913171044577
"1076";"Keysborough";"21204";55,7920234821493
"1077";"Kiama";"10703";41,6770623516087
"1078";"Kiama Downs - Minnamurra";"10703";45,1184754730979
"1079";"Kiama Hinterland - Gerringong";"10703";35,3780766598475
"1080";"Kilcoy";"31303";32,0981835130058
"1081";"Kilkivan";"31903";48,838033661891
"1082";"Kilmore - Broadford";"20401";44,8443178346125
"1083";"Kilsyth";"21105";32,4011232917548
"1084";"Kimba - Cleve - Franklin Harbour";"40601";48,4599998036059
"1085";"Kin Kora - Sun Valley";"30805";40,1994282332724
"1086";"Kincumber - Picketts Valley";"10201";55,9714059513491
"1087";"King Island";"60403";39,1397501075076
"1088";"Kingaroy";"31902";55,7748929775611
"1089";"Kingaroy Region - North";"31902";38,8059637221484
"1090";"Kingaroy Region - South";"31902";33,9096248550915
"1091";"Kinglake";"20903";47,6734311648573
"1092";"Kings Meadows - Punchbowl";"60201";27,3789665752294
"1093";"Kings Park (Vic.)";"21301";41,8924500441762
"1094";"Kings Park (WA)";"50302";50,0426332295639
"1095";"Kingsbury";"20902";55,1942963912383
"1096";"Kingscliff - Fingal Head";"11203";35,6527945484251
"1097";"Kingsford";"11802";32,7534249717721
"1098";"Kingsgrove (North) - Earlwood";"11902";53,32105413421
"1099";"Kingsgrove (South) - Bardwell Park";"11904";40,5375809275918
"1100";"Kingsley";"50501";47,1116664100671
"1101";"Kingston - Huntingfield";"60104";55,3055656144156
"1102";"Kingston - Robe";"40702";40,7408093865914
"1103";"Kingston (ACT)";"80106";40,6045901953888
"1104";"Kingston (Qld.)";"31106";54,0056912542738
"1105";"Kingston Beach - Blackmans Bay";"60104";31,2804855712829
"1106";"Kingswood - Werrington";"12403";51,0374686122035
"1107";"Kirwan - East";"31802";53,2102424545647
"1108";"Kirwan - West";"31802";55,0220107018592
"1109";"Knoxfield - Scoresby";"21101";39,7256301472409
"1110";"Kogarah";"11904";51,2793876620578
"1111";"Kogarah Bay - Carlton - Allawah";"11904";45,6315575722698
"1112";"Kojonup";"50901";39,1699470733963
"1113";"Koo Wee Rup";"21201";34,3525477857554
"1114";"Koolpinyah";"70103";29,7931417228494
"1115";"Korora - Emerald Beach";"10402";53,4264051877079
"1116";"Korumburra";"20503";49,451007811923
"1117";"Kowanyama - Pormpuraaw";"31501";42,4336043240525
"1118";"Kowen";"80103";48,7236929079359
"1119";"Kulin";"50903";48,4204554866925
"1120";"Kununurra";"51001";34,0601897837371
"1121";"Kuraby";"30306";32,3186600462164
"1122";"Kuranda";"30605";49,2615896177364
"1123";"Kurrajong Heights - Ebenezer";"11503";34,6663830970957
"1124";"Kurri Kurri - Abermain";"10601";37,8429208019456
"1125";"Kwinana Industrial";"50703";33,8976980042311
