"";"SA2_NAME16";"SA3_CODE16";"x"
"1126";"Kyabram";"21601";54,9496235688082
"1127";"Kyneton";"20202";27,8671288268754
"1128";"Kyogle";"11202";44,1948886919737
"1129";"Labrador";"30903";53,8027411701007
"1130";"Lake Burley Griffin";"80106";43,7082699883705
"1131";"Lake King";"20502";56,4943470131095
"1132";"Lake Manchester - England Creek";"31002";39,5377423925905
"1133";"Lake Munmorah - Mannering Park";"10202";46,5072941893969
"1134";"Lakemba";"11902";52,8210604443887
"1135";"Lakes Creek";"30803";46,832843975964
"1136";"Lakes Entrance";"20502";42,0282783664398
"1137";"Lalor";"20904";49,5187603549468
"1138";"Lalor Park - Kings Langley";"11601";36,5777527549402
"1139";"Lamb Range";"30602";36,1885594491214
"1140";"Lambton - New Lambton";"11103";29,7449462460078
"1141";"Landsborough";"31606";48,7063684751039
"1142";"Lane Cove - Greenwich";"12101";29,0924234226089
"1143";"Langwarrin";"21401";27,367468316544
"1144";"Lara";"20302";49,8997197146609
"1145";"Larapinta";"70201";55,2916041385302
"1146";"Largs Bay - Semaphore";"40402";30,3779181445368
"1147";"Larrakeyah";"70101";34,5454068725775
"1148";"Latham";"80101";28,3543991130434
"1149";"Latrobe";"60402";50,6937901171496
"1150";"Launceston";"60201";57,32
"1151";"Laurieton - Bonny Hills";"10804";52,9099347404294
"1152";"Laverton";"21305";39,3784458526816
"1153";"Lavington";"10901";46,4778678252126
"1154";"Lawnton";"31403";32,4273072229057
"1155";"Lawson";"80101";29,1020285560756
"1156";"Lawson - Hazelbrook - Linden";"12401";55,0015879876506
"1157";"Le Hunte - Elliston";"40601";47,7508094105119
"1158";"Leanyer";"70102";34,1011919457568
"1159";"Leeming";"50704";55,0336842486659
"1160";"Leeton";"11301";28,2999324119493
"1161";"Legana";"60201";30,443880136003
"1162";"Leichhardt - Annandale";"12002";50,0969927416153
"1163";"Leichhardt - One Mile";"31003";28,9411492277003
"1164";"Leinster - Leonora";"51103";39,4696736100804
"1165";"Lemon Tree Passage - Tanilba Bay";"10603";39,8508222581703
"1166";"Lenah Valley - Mount Stuart";"60105";51,2783551087652
"1167";"Lennox Head - Skennars Head";"11201";39,666001309345
"1168";"Leongatha";"20503";39,0744146600269
"1169";"Leopold";"20302";36,6588652349741
"1170";"Lesmurdie - Bickley - Carmel";"50605";30,8550429906925
"1171";"Lethbridge Park - Tregear";"11603";36,8850277402972
"1172";"Leumeah - Minto Heights";"12302";31,7168433394849
"1173";"Lewiston - Two Wells";"40201";54,7711323716806
"1174";"Lidcombe";"12501";44,0886628816678
"1175";"Light";"40501";31,1239719988544
"1176";"Lilli Pilli - Port Hacking - Dolans Bay";"12801";41,5522271992788
"1177";"Lilydale - Coldstream";"21105";33,339902347002
"1178";"Lilyfield - Rozelle";"12002";40,5261058010711
"1179";"Lindfield - Roseville";"12103";53,3708071833764
"1180";"Lindisfarne - Rose Bay";"60102";43,5559112749877
"1181";"Lismore";"11202";48,0709176583434
"1182";"Lismore Region";"11202";38,8317151655877
"1183";"Lithgow";"10303";49,3878088326775
"1184";"Lithgow Region";"10303";55,3199485523023
"1185";"Little Grove - Elleker";"50901";39,7474987428186
"1186";"Liverpool";"12703";29,3738333921495
"1187";"Lobethal - Woodside";"40102";33,7964431862411
"1188";"Lockington - Gunbower";"21601";38,5091919022439
"1189";"Lockleys";"40403";27,5412565023565
"1190";"Lockridge - Kiara";"50403";48,5480337977423
"1191";"Lockyer Valley - East";"31002";40,6233519940325
"1192";"Lockyer Valley - West";"31701";39,7785523973584
"1193";"Loddon";"20203";31,9145573195753
"1194";"Loftus - Yarrawarrah";"12802";29,1468343355728
"1195";"Logan Central";"31106";50,9004132603213
"1196";"Logan Village";"31104";44,9914850002129
"1197";"Loganholme - Tanah Merah";"31105";45,1943592137486
"1198";"Loganlea";"31105";28,8656696516343
"1199";"Longford";"60203";54,5301550568662
"1200";"Longford - Loch Sport";"20505";29,1032122499395
"1201";"Longreach";"31503";39,5084549485136
"1202";"Lonsdale";"40304";44,4453846348925
"1203";"Lord Howe Island";"10803";51,2959557175967
"1204";"Lorne - Anglesea";"20303";40,0068705004904
"1205";"Lowood";"31002";30,1515842258425
"1206";"Loxton";"40703";37,1464507404469
"1207";"Loxton Region";"40703";40,3960731211765
"1208";"Ludmilla - The Narrows";"70101";33,5568598469757
"1209";"Lurnea - Cartwright";"12703";27,6854447595969
"1210";"Lynbrook - Lyndhurst";"21203";44,5697569044454
"1211";"Lyndoch";"40501";54,2804539982715
"1212";"Lyneham";"80105";41,423535511348
"1213";"Lyons (ACT)";"80109";62,46
"1214";"Lyons (NT)";"70102";43,714171968472
"1215";"Lysterfield";"21101";47,0303496813736
"1216";"Macarthur";"80107";32,4833254066709
"1217";"Macedon";"21002";38,5602558392476
"1218";"Macgregor (ACT)";"80101";54,6986791931122
"1219";"Macgregor (Qld)";"30303";31,7354702393639
"1220";"Mackay";"31202";42,4060899945034
"1221";"Mackay Harbour";"31202";50,4369121765909
"1222";"Macksville - Scotts Head";"10802";27,2288863853044
"1223";"Maclean - Yamba - Iluka";"10401";51,6802636953526
"1224";"Macquarie";"80101";29,7791390603378
"1225";"Macquarie Fields - Glenfield";"12302";42,4446822211449
"1226";"Macquarie Park - Marsfield";"12602";39,4816884707499
"1227";"Maddington - Orange Grove - Martin";"50604";42,1931839488148
"1228";"Madeley - Darch - Landsdale";"50503";47,5268481402218
"1229";"Maffra";"20505";42,1956783087205
"1230";"Magnetic Island";"31802";44,6470200354891
"1231";"Maiden Gully";"20201";35,8425514319173
"1232";"Main Beach";"30910";50,1949844100118
"1233";"Maitland";"10602";42,8237188575264
"1234";"Maitland - East";"10602";41,9428810752514
"1235";"Maitland - North";"10602";48,2921195830323
"1236";"Maitland - West";"10602";48,2800394338971
"1237";"Majura";"80103";29,4762264214539
"1238";"Malabar - La Perouse - Chifley";"11802";28,7458402751132
"1239";"Malaga";"50403";42,5469697356849
"1240";"Malak - Marrara";"70102";48,6718014644332
"1241";"Malanda - Yungaburra";"30605";44,2085535292807
"1242";"Mallala";"40501";54,5791943411996
"1243";"Malmalling - Reservoir";"50402";53,7492106835672
"1244";"Malvern - Glen Iris";"20804";35,0941245455133
"1245";"Malvern East";"20804";48,7115011782869
"1246";"Mandurah";"50201";34,5953365398047
"1247";"Mandurah - East";"50201";40,6514532868111
"1248";"Mandurah - North";"50201";41,2064344582442
"1249";"Mandurah - South";"50201";54,649971955986
"1250";"Manjimup";"50103";31,4319426718886
"1251";"Manly - Fairlight";"12201";32,3009679397652
"1252";"Manly - Lota";"30103";47,3352699376328
"1253";"Manly Vale - Allambie Heights";"12203";27,7666853383964
"1254";"Manly West";"30103";53,5411405808842
"1255";"Manning - Waterford";"50607";31,9659418438738
"1256";"Mannum";"40703";44,2615977277875
"1257";"Manoora";"30602";33,4008366858742
"1258";"Mansfield (Qld)";"30303";40,0121259116099
"1259";"Mansfield (Vic.)";"20401";44,4251220319787
"1260";"Manunda";"30602";55,4824038771266
"1261";"Marangaroo";"50503";51,9948642188969
"1262";"Marcoola - Mudjimba";"31603";42,0075410408376
"1263";"Mareeba";"30605";28,3868356890576
"1264";"Margaret River";"50101";57,78
"1265";"Margate - Snug";"60104";32,2416521218446
"1266";"Margate - Woody Point";"31305";53,0055874742598
"1267";"Maribyrnong";"21303";47,8051440882656
"1268";"Marino - Seaview Downs";"40302";32,4623073720763
"1269";"Maroochy Hinterland";"31606";36,8088478034163
"1270";"Maroochydore - Kuluin";"31603";27,3895978384201
"1271";"Maroubra - North";"11802";48,5704101168673
"1272";"Maroubra - South";"11802";54,0596313714504
"1273";"Maroubra - West";"11802";38,3365512840256
"1274";"Marrickville";"11702";39,0392013910254
"1275";"Marsden";"31103";37,9910569739535
"1276";"Maryborough (Qld)";"31905";35,9809977437397
"1277";"Maryborough (Vic.)";"20103";37,4159638766138
"1278";"Maryborough Region";"20103";41,9484458164227
"1279";"Maryborough Region - South";"31905";50,2807445636581
"1280";"Maryland - Fletcher - Minmi";"11103";40,2730147472434
"1281";"Mascot - Eastlakes";"11701";42,5047246016652
"1282";"Mawson";"80109";27,7790361659781
"1283";"Mawson Lakes - Globe Derby Park";"40204";41,6716228037319
"1284";"Mayfield - Warabrook";"11103";35,079555247343
"1285";"Maylands";"50401";53,7077511379674
"1286";"McDowall";"30201";28,7861544041221
"1287";"McKail - Willyung";"50901";37,2813646332516
"1288";"McKellar";"80101";44,6926112609938
"1289";"McLaren Vale";"40304";54,9529927295838
"1290";"Meadow Heights";"21005";34,827733366851
"1291";"Meekatharra";"51104";49,1851467878418
"1292";"Melaleuca - Lexia";"50403";39,5402416162316
"1293";"Melba";"80101";54,7618320306286
"1294";"Melbourne";"20604";51,18
"1295";"Melbourne Airport";"21005";51,17
"1296";"Melton";"21304";37,4936286972664
"1297";"Melton South";"21304";27,4751771981107
"1298";"Melton West";"21304";28,0102835506616
"1299";"Melville";"50704";31,5470937187101
"1300";"Menai - Lucas Heights - Woronora";"12802";54,4419593144145
"1301";"Mentone";"20803";28,3783636021144
"1302";"Merbein";"21502";32,1642252719756
"1303";"Merewether - The Junction";"11103";45,9482510241345
"1304";"Merimbula - Tura Beach";"10104";55,746632840962
"1305";"Mermaid Beach - Broadbeach";"30901";51,186689732975
"1306";"Mermaid Waters";"30901";39,2445975836849
"1307";"Mernda";"20904";51,4089499622763
"1308";"Merredin";"50902";52,4749562951647
"1309";"Merrimac";"30908";48,2479966011442
"1310";"Merrylands - Holroyd";"12503";37,5185802276367
"1311";"Miami";"30901";32,0042027810253
"1312";"Miandetta - Don";"60402";39,1544135337014
"1313";"Mickleham - Yuroke";"21005";41,429468767003
"1314";"Middle Park - Jamboree Heights";"30401";45,1048356070554
"1315";"Middle Ridge";"31701";51,5439344044811
"1316";"Middle Swan - Herne Hill";"50403";33,5450730254909
"1317";"Midland - Guildford";"50403";44,9747201353164
"1318";"Migratory - Offshore - Shipping (ACT)";"89797";55,0861317826561
"1319";"Migratory - Offshore - Shipping (NSW)";"19797";31,4519443632732
"1320";"Migratory - Offshore - Shipping (NT)";"79797";28,0745069181979
"1321";"Migratory - Offshore - Shipping (OT)";"99797";44,7717028066145
"1322";"Migratory - Offshore - Shipping (Qld)";"39797";52,1890929738841
"1323";"Migratory - Offshore - Shipping (SA)";"49797";41,8372141067289
"1324";"Migratory - Offshore - Shipping (Tas.)";"69797";43,2536010495922
"1325";"Migratory - Offshore - Shipping (Vic.)";"29797";40,3170646856591
"1326";"Migratory - Offshore - Shipping (WA)";"59797";48,9449293187689
"1327";"Mildura - North";"21502";53,2359770075082
"1328";"Mildura - South";"21502";30,1113423419956
"1329";"Mildura Region";"21502";35,4
"1330";"Miles - Wandoan";"30701";31,5622089093436
"1331";"Mill Park - North";"20904";38,2105874048176
"1332";"Mill Park - South";"20904";37,730143018499
"1333";"Millbank - Avoca";"31901";28,076698443926
"1334";"Millicent";"40702";45,4478791293694
"1335";"Millmerran";"30702";55,3565567394239
"1336";"Millner";"70102";39,7615732226528
"1337";"Mindarie - Quinns Rocks - Jindalee";"50503";44,4868329271938
"1338";"Minto - St Andrews";"12302";40,2786376958911
"1339";"Miranda - Yowie Bay";"12801";36,9943034700708
"1340";"Mitcham (SA)";"40303";33,2730920591962
"1341";"Mitcham (Vic.)";"21104";43,7358078840743
"1342";"Mitchell";"80104";35,7014233380748
"1343";"Mitchell Park";"40302";49,8240200324962
"1344";"Mitchelton";"30404";54,8586055271152
"1345";"Mittagong";"11402";50,9169972201724
"1346";"Moama";"10903";28,0704732212353
"1347";"Modbury Heights";"40205";39,326060412775
"1348";"Moe - Newborough";"20504";36,2198601868212
"1349";"Moffat Beach - Battery Hill";"31602";51,4203764080668
"1350";"Moil";"70102";38,7961481896223
"1351";"Moira";"21602";30,3192160238794
"1352";"Molendinar";"30909";48,6726843179643
"1353";"Molonglo";"80110";34,9127772880368
"1354";"Molonglo - North";"80110";47,7638287154922
"1355";"Molonglo Corridor";"80101";28,7192522060921
"1356";"Monash";"80107";43,3459109917309
"1357";"Monbulk - Silvan";"21105";53,2006457888063
"1358";"Moncrieff";"80104";55,0574006333759
"1359";"Monterey - Brighton-le-Sands - Kyeemagh";"11904";52,515392896959
"1360";"Montmorency - Briar Hill";"20901";52,2190909428801
"1361";"Monto - Eidsvold";"31902";34,2999284054308
"1362";"Montrose";"21105";46,7196831927066
"1363";"Montrose - Rosetta";"60103";49,1461875302796
"1364";"Mooloolaba - Alexandra Headland";"31603";44,8422517501896
"1365";"Moonah";"60103";34,4665307899201
"1366";"Moonee Ponds";"20603";27,7057063328036
"1367";"Moonta";"40504";27,6446722113212
"1368";"Moora";"50902";27,4976023474634
"1369";"Moorabbin - Heatherton";"20803";33,2641251680746
"1370";"Moorabbin Airport";"20803";48,726182576984
"1371";"Moorooka";"30304";29,8285169922998
"1372";"Mooroolbark";"21105";51,0414180295019
"1373";"Mooroopna";"21603";47,9536518773874
"1374";"Moranbah";"31201";34,0182653457968
"1375";"Morawa";"51104";54,7499890366455
"1376";"Morayfield";"31304";45,0381447788753
"1377";"Morayfield - East";"31302";35,6844434966858
"1378";"Mordialloc - Parkdale";"20803";39,663772018221
"1379";"Moree";"11003";35,81
"1380";"Moree Region";"11003";52,0672666961169
"1381";"Morisset - Cooranbong";"11102";48,9812209422058
"1382";"Morley";"50401";48,1477026058982
"1383";"Morningside - Seven Hills";"30502";47,4338494321512
"1384";"Mornington";"21402";40,0831109301567
"1385";"Mornington - Warrane";"60102";40,582959699004
"1386";"Morphett Vale - East";"40304";52,5145773448341
"1387";"Morphett Vale - West";"40304";46,6871745211897
"1388";"Morphettville";"40302";51,7433846611472
"1389";"Mortdale - Penshurst";"11903";47,8989075228312
"1390";"Moruya - Tuross Head";"10104";44,3448767443213
"1391";"Morwell";"20504";43,9544605836361
"1392";"Mosman";"12104";35,806873560914
"1393";"Mosman Park - Peppermint Grove";"50301";42,7000177463198
"1394";"Moss Vale - Berrima";"11402";34,6939476973888
"1395";"Moulden";"70104";36,1438763074748
"1396";"Mount Annan - Currans Hill";"12301";54,9295788047526
"1397";"Mount Barker";"40102";49,1476049047235
"1398";"Mount Barker Region";"40102";35,1253809946454
"1399";"Mount Baw Baw Region";"20501";52,9217503530286
"1400";"Mount Coot-tha";"30404";28,1831823467478
"1401";"Mount Dandenong - Olinda";"21105";41,9911240435805
"1402";"Mount Druitt - Whalan";"11603";53,7891352413529
"1403";"Mount Eliza";"21402";45,7178840545836
"1404";"Mount Evelyn";"21105";54,9744915672256
"1405";"Mount Gambier - East";"40702";57,33
"1406";"Mount Gambier - West";"40702";28,6359637020054
"1407";"Mount Gravatt";"30303";51,6796765302606
"1408";"Mount Hawthorn - Leederville";"50302";39,4147037784826
"1409";"Mount Hutton - Windale";"11101";40,1424891678652
"1410";"Mount Isa";"31502";47,6908372069862
"1411";"Mount Isa Region";"31502";36,2320276006647
"1412";"Mount Johns";"70201";33,3042446347412
"1413";"Mount Lawley - Inglewood";"50302";28,1586326662832
"1414";"Mount Louisa";"31802";37,1460158652926
"1415";"Mount Martha";"21402";55,2315648160839
"1416";"Mount Morgan";"30803";48,6861429635271
"1417";"Mount Nasura - Mount Richon - Bedfordale";"50601";37,749149340373
"1418";"Mount Nelson - Dynnyrne";"60105";29,4699297796956
"1419";"Mount Pleasant - Glenella";"31202";39,3555655144423
"1420";"Mount Sheridan";"30602";52,4141947949449
"1421";"Mount Taylor";"80107";50,2566258483059
"1422";"Mount Warren Park";"31102";49,5204944276149
"1423";"Mount Waverley - North";"21205";32,1439372226377
"1424";"Mount Waverley - South";"21205";47,5860522554457
"1425";"Mount Wellington";"60104";37,6340222035172
"1426";"Mountain Creek";"31601";37,6478513293238
"1427";"Mowbray";"60201";35,0635708431639
"1428";"Moyne - East";"21704";36,5130791807771
"1429";"Moyne - West";"21704";40,2878030033423
"1430";"Mudgee";"10303";37,9031587280984
"1431";"Mudgee Region - East";"10303";47,396940061536
"1432";"Mudgee Region - West";"10303";44,2193605858564
"1433";"Mudgeeraba - Bonogin";"30905";31,1815955340291
"1434";"Mukinbudin";"50902";28,4183405644845
"1435";"Mulgoa - Luddenham - Orchard Hills";"12403";46,5538067011185
"1436";"Mulgrave";"21205";44,7571844861368
"1437";"Mullaloo - Kallaroo";"50501";50,3135254812247
"1438";"Mullumbimby";"11201";38,7917672021839
"1439";"Mundaring";"50402";39,8183535372796
"1440";"Mundijong";"50606";54,0948261865933
"1441";"Mundingburra";"31802";48,9918522934974
"1442";"Munno Para West - Angle Vale";"40202";42,9638822882564
"1443";"Munruben - Park Ridge South";"31103";30,2723651281731
"1444";"Murarrie";"30103";48,4670965812499
"1445";"Murdoch - Kardinya";"50704";42,3413312266245
"1446";"Murray";"50903";52,3566116082831
"1447";"Murray Bridge";"40703";35,356764400832
"1448";"Murray Bridge Region";"40703";37,9572267487198
"1449";"Murrumba Downs - Griffin";"31402";52,0068964198278
"1450";"Murrumbeena";"20802";47,8316678434306
"1451";"Murwillumbah";"11203";35,1326337196284
"1452";"Murwillumbah Region";"11203";40,1637067167388
"1453";"Muswellbrook";"10604";36,7687954419964
"1454";"Muswellbrook Region";"10604";34,0548907235446
"1455";"Myrtleford";"20403";42,2163935404338
"1456";"Nagambie";"20401";31,4593600870382
"1457";"Nailsworth - Broadview";"40106";40,046368914793
"1458";"Nairne";"40102";32,4377240051054
"1459";"Namadgi";"80111";40,6396858981315
"1460";"Nambour";"31607";40,4056748694384
"1461";"Nambucca Heads";"10802";44,0023140912499
"1462";"Nambucca Heads Region";"10802";41,8473158099519
"1463";"Nanango";"31902";50,5779146164585
"1464";"Naracoorte";"40702";47,5602682391487
"1465";"Naracoorte Region";"40702";31,3585377229291
"1466";"Narangba";"31304";35,7900413409044
"1467";"Narara";"10201";30,0648269079532
"1468";"Narooma - Bermagui";"10104";53,8302671302604
"1469";"Narrabeen - Collaroy";"12203";35,8165942854336
"1470";"Narrabri";"11003";54,6529726031821
"1471";"Narrabri Region";"11003";37,8739938836418
"1472";"Narrabundah";"80106";42,1108839260697
"1473";"Narrandera";"11301";27,270526619054
"1474";"Narre Warren - North East";"21202";50,7761163761624
"1475";"Narre Warren - South West";"21202";31,9625787584623
"1476";"Narre Warren North";"21202";33,5348336164642
"1477";"Narre Warren South (East)";"21203";38,2809210047847
"1478";"Narre Warren South (West)";"21203";38,2173853225195
"1479";"Narrogin";"50903";38,4572177783877
"1480";"Narromine";"10503";27,4655063091114
"1481";"Narwee - Beverly Hills";"11903";27,7940671590174
"1482";"Nedlands - Dalkeith - Crawley";"50301";52,3587062848063
"1483";"Neerabup National Park";"50503";49,9323370422538
"1484";"Nelson Bay Peninsula";"10603";43,67843011111
"1485";"Nerang - Mount Nathan";"30906";50,4862580722035
"1486";"Neutral Bay - Kirribilli";"12104";27,8112584030897
"1487";"New Chum";"31004";35,4191984344837
"1488";"New Farm";"30501";50,043945853097
"1489";"New Norfolk";"60103";41,8973012948907
"1490";"New Town";"60105";29,5424467323416
"1491";"Newcastle - Cooks Hill";"11103";57,36
"1492";"Newcastle Port - Kooragang";"11103";31,4431912819769
"1493";"Newcomb - Moolap";"20302";45,680707769835
"1494";"Newman";"51002";51,5216888988673
"1495";"Newmarket";"30503";46,4700506549176
"1496";"Newnham - Mayfield";"60201";30,3775623951644
"1497";"Newport";"21302";54,5029566984993
"1498";"Newport - Bilgola";"12202";27,9255457321194
"1499";"Newstead";"60201";47,0902957742581
"1500";"Newstead - Bowen Hills";"30503";52,1598522363318
"1501";"Newtown - Camperdown - Darlington";"11703";44,8171559851774
"1502";"Newtown (Qld)";"31701";40,5485946651266
"1503";"Newtown (Vic.)";"20302";47,7780823499546
"1504";"Ngunnawal";"80104";52,8132204091664
"1505";"Nhill Region";"21501";44,92
"1506";"Nhulunbuy";"70204";28,956935760839
"1507";"Niagara Park - Lisarow";"10201";32,418553119356
"1508";"Nicholls";"80104";48,1688531604335
"1509";"Niddrie - Essendon West";"21001";30,7793065574477
"1510";"Nightcliff";"70102";28,2720029776063
"1511";"No usual address (ACT)";"89999";31,2617676953934
"1512";"No usual address (NSW)";"19999";29,9639187870622
"1513";"No usual address (NT)";"79999";42,0243600501427
"1514";"No usual address (OT)";"99999";50,8227027419542
"1515";"No usual address (Qld)";"39999";42,8537096244233
"1516";"No usual address (SA)";"49999";43,9708601834327
"1517";"No usual address (Tas.)";"69999";37,4595064587384
"1518";"No usual address (Vic.)";"29999";51,5151468176009
"1519";"No usual address (WA)";"59999";34,780827146171
"1520";"Noble Park - East";"21204";29,7863572686914
"1521";"Noble Park - West";"21204";52,0313912554003
"1522";"Noble Park North";"21204";54,1519889656571
"1523";"Nollamara - Westminster";"50502";43,4364154101397
"1524";"Noosa Heads";"31605";35,2859656784553
"1525";"Noosa Hinterland";"31608";31,6762282631145
"1526";"Noosaville";"31605";40,311650118401
"1527";"Noranda";"50401";42,0463538716402
"1528";"Norfolk Island";"90104";67,84
"1529";"Norman Gardens";"30803";28,0777035527705
"1530";"Norman Park";"30502";53,8167205345286
"1531";"Normanhurst - Thornleigh - Westleigh";"12102";53,7373077573624
"1532";"North Adelaide";"40101";45,6599483847743
"1533";"North Burnett";"31902";31,0800918758868
"1534";"North Coogee";"50701";33,903669312211
"1535";"North Geelong - Bell Park";"20302";31,0385101106167
"1536";"North Haven";"40402";30,1606431431875
"1537";"North Ipswich - Tivoli";"31003";30,8438598448673
"1538";"North Lakes - Mango Hill";"31402";48,6236686687101
"1539";"North Mackay";"31202";37,306380581607
"1540";"North Melbourne";"20604";38,916807611692
"1541";"North Nowra - Bomaderry";"11401";49,17840599016
"1542";"North Parramatta";"12504";30,9306947272257
"1543";"North Perth";"50302";30,5552950859598
"1544";"North Rocks";"12504";41,1715666125089
"1545";"North Ryde - East Ryde";"12602";49,0469856902475
"1546";"North Sydney - Lavender Bay";"12104";53,8102864262345
"1547";"North Toowoomba - Harlaxton";"31701";31,8721828287947
"1548";"North West";"60403";38,0084904619938
"1549";"Northam";"50902";27,9806690050468
"1550";"Northampton - Mullewa - Greenough";"51104";47,2495647924158
"1551";"Northcote";"20602";42,1735847292455
"1552";"Northern Beaches";"31802";38,0327348266088
"1553";"Northern Highlands";"31502";42,6677331782596
"1554";"Northern Midlands";"60203";33,464599582291
"1555";"Northern Peninsula";"31501";41,9456283272865
"1556";"Northgate - Oakden - Gilles Plains";"40203";45,6880598781163
"1557";"Northgate - Virginia";"30203";49,7342973289201
"1558";"Northmead";"12504";46,2104964637758
"1559";"Norwood (SA)";"40105";40,8309898922941
"1560";"Norwood (Tas.)";"60201";46,9880827731341
"1561";"Nowra";"11401";37,3730750898708
"1562";"Nudgee - Banyo";"30203";47,0796562303577
"1563";"Numurkah";"21602";54,3322695456578
"1564";"Nunawading";"21104";28,1357079282619
"1565";"Nundah";"30203";34,6487150946652
"1566";"Nuriootpa";"40501";45,43
"1567";"Nyngan - Warren";"10501";33,87
"1568";"O'Connor (ACT)";"80105";31,380252966493
"1569";"O'Connor (WA)";"50702";28,6236965160511
"1570";"O'Malley";"80109";52,03648167615
"1571";"Oakleigh - Huntingdale";"21205";32,5113911402089
"1572";"Oatlands - Dundas Valley";"12502";52,0842831968406
"1573";"Oatley - Hurstville Grove";"11903";32,2248436273585
"1574";"Oberon";"10301";29,5284475598435
"1575";"Ocean Grove - Barwon Heads";"20303";40,9121971873898
"1576";"Ocean Reef";"50501";52,7150618626833
"1577";"Old Bar - Manning Point - Red Head";"10805";37,7633380391266
"1578";"Old Beach - Otago";"60101";28,2094309271725
"1579";"One Tree Hill";"40202";52,2567598296133
"1580";"Oonoonba";"31802";27,6041683090834
"1581";"Ooralea - Bakers Creek";"31202";40,5835553370552
"1582";"Orange";"10304";39,1935433263878
"1583";"Orange - North";"10304";50,2789175137344
"1584";"Orange Region";"10304";39,1833262956396
"1585";"Orbost";"20502";47,3754250282394
"1586";"Ormeau - Yatala";"30907";39,1010028183847
"1587";"Ormiston";"30102";41,6938678349674
"1588";"Ormond - Glen Huntly";"20802";33,6830647314098
"1589";"Osborne Park Industrial";"50502";48,7445698552256
"1590";"Otway";"21703";51,2529919419223
"1591";"Ourimbah - Fountaindale";"10202";45,8342236495426
"1592";"Outback";"40602";47,224914029558
"1593";"Oxenford - Maudsland";"30907";28,8852973957869
"1594";"Oxley (ACT)";"80107";53,579466046266
"1595";"Oxley (Qld)";"31001";36,6862973597524
"1596";"Oyster Bay - Como - Jannali";"12802";35,5191092302229
"1597";"Pacific Pines - Gaven";"30906";39,1884425220929
"1598";"Padbury";"50501";38,9479328099751
"1599";"Paddington - Milton";"30504";29,5261333134582
"1600";"Paddington - Moore Park";"11801";45,3608654346746
"1601";"Padstow";"11901";28,3266267505508
"1602";"Page";"80101";53,1926414302232
"1603";"Pagewood - Hillsdale - Daceyville";"11701";45,1124504335423
"1604";"Pakenham - North";"21201";50,5094373642653
"1605";"Pakenham - South";"21201";33,4897589604614
"1606";"Pallara - Willawong";"30305";30,8605243368523
"1607";"Palm Beach";"30902";31,7139815780671
"1608";"Palm Island";"31801";30,6718398283467
"1609";"Palmerston";"80104";29,6808460241476
"1610";"Palmerston - North";"70104";46,4908282141483
"1611";"Palmerston - South";"70104";38,5017178326272
"1612";"Palmwoods";"31606";33,6150585854381
"1613";"Panania - Milperra - Picnic Point";"11901";50,2455994065294
"1614";"Panorama";"40303";48,1445441268041
"1615";"Panton Hill - St Andrews";"20903";47,8817154329964
"1616";"Para Hills";"40204";38,7013603660286
"1617";"Paradise - Newton";"40104";49,5725000082261
"1618";"Paradise Point - Hollywell";"30903";35,650025698757
"1619";"Parafield";"40204";49,4915653074649
"1620";"Parafield Gardens";"40204";48,2593397238566
"1621";"Paralowie";"40204";38,1559887486103
"1622";"Parap";"70101";51,4459969151396
"1623";"Park Avenue";"30803";32,9740077012358
"1624";"Parkes (ACT) - North";"80105";53,0216509878531
"1625";"Parkes (ACT) - South";"80106";44,8187344206548
"1626";"Parkes (NSW)";"10302";53,6856235250658
"1627";"Parkes Region";"10302";47,0879757517303
"1628";"Parkhurst - Kawana";"30803";30,4828370783204
"1629";"Parkinson - Drewvale";"30305";50,7772404013365
"1630";"Parklands - Camdale";"60401";51,3278138618874
"1631";"Parklea - Kellyville Ridge";"11602";39,0158148039343
"1632";"Parkville";"20604";48,6930058160599
"1633";"Parkwood";"30909";48,9282968180064
"1634";"Parkwood - Ferndale - Lynwood";"50603";38,5287246821241
"1635";"Parmelia - Orelia";"50703";49,7724886672229
"1636";"Parramatta - Rosehill";"12504";37,6407132732514
"1637";"Parrearra - Warana";"31602";32,8074923525853
"1638";"Pascoe Vale";"21003";30,5204800460314
"1639";"Pascoe Vale South";"20601";51,4062094040167
"1640";"Payneham - Felixstow";"40105";33,8266098196387
"1641";"Paynesville";"20502";44,6309912046624
"1642";"Peakhurst - Lugarno";"11903";43,9066392476688
"1643";"Pearce";"80109";42,08
"1644";"Pearcedale - Tooradin";"21203";33,0519906025395
"1645";"Pemberton";"50103";42,3660186586487
"1646";"Pendle Hill - Girraween";"12504";48,6129335708885
"1647";"Penguin - Sulphur Creek";"60401";29,0396265339051
"1648";"Pennant Hills - Cheltenham";"12601";35,617793950003
"1649";"Penola";"40702";52,8819176963666
"1650";"Penrith";"12403";49,1
"1651";"Peregian Beach - Marcus Beach";"31605";48,0722926002299
"1652";"Peregian Springs";"31605";54,1016854984127
"1653";"Perth - Evandale";"60203";28,8416593236555
"1654";"Perth Airport";"50602";41,92
"1655";"Perth City";"50302";46,91
"1656";"Peterborough - Mount Remarkable";"40503";27,122019611907
"1657";"Petermann - Simpson";"70201";31,7372326327818
"1658";"Petersham - Stanmore";"11702";31,9131556280036
"1659";"Petrie";"31403";37,4399673358899
"1660";"Phillip";"80109";35,8511038290126
"1661";"Phillip Island";"20503";51,1897683402558
